publisher,year,pages,journal,author,title,ENTRYTYPE,ID
Taylor \& Francis,2022,1--16,Australian Journal of Political Science,"Dowling, Melissa-Ellen",Foreign interference and digital democracy: is digital era governance putting Australia at risk?,article,dowling2022foreign
