,Fund1,Fund2,DTW_distance
971,Calamos Growth Fund,Putnam Sustainable Leaders Fund,831.6062754154296
972,Calamos Growth Fund,SEI Large Cap Growth (SIMT) Fund,978.7453010677746
973,Calamos Growth Fund,Schwab Select Large Cap Growth Fund,978.4213019271243
974,Calamos Growth Fund,T. Rowe Price Instl Large Cap Core Gr Fd,1011.3087652911995
975,Calamos Growth Fund,TCW Select Equities Fund,887.4364006532658
976,Calamos Growth Fund,TIAA-CREF Large-Cap Growth Fund,928.5591443601401
977,Calamos Growth Fund,Thrivent Large Cap Growth Fund,1313.1587053985172
978,Calamos Growth Fund,Transamerica Capital Growth Fund,1536.9555417007691
979,Calamos Growth Fund,Transamerica US Growth,922.1375057256771
980,Calamos Growth Fund,VALIC Company I Growth Fund,1064.171750510278
981,Calamos Growth Fund,VY® T. Rowe Price Growth Equity Port,1049.8604040204254
982,Calamos Growth Fund,Vanguard US Growth Portfolio,800.9529584601154
983,Calamos Growth Fund,Victory Aggressive Growth,916.8776089377245
984,Calamos Growth Fund,Victory Growth,967.4231417170399
985,Calamos Growth Fund,Voya Large Cap Growth Port,926.3627799248268
986,Calamos Growth Fund,Wedgewood Fund,966.74484966326
987,Calvert Equity Fund,ClearBridge Large Cap Growth Fund,895.4841179757092
988,Calvert Equity Fund,Columbia Large Cap Growth Fund,905.9449209701253
989,Calvert Equity Fund,Columbia Large Cap Growth Opportunity Fd,1040.735551523162
990,Calvert Equity Fund,Columbia Select Large Cap Growth Fund,1404.3994382963297
991,Calvert Equity Fund,DWS Capital Growth Fund,858.7929356630531
992,Calvert Equity Fund,Delaware Ivy Accumulative Fund,1044.7989951452664
993,Calvert Equity Fund,Delaware Ivy Large Cap Growth Fund,813.9415385271716
994,Calvert Equity Fund,Edgewood Growth Fund,938.2576307486081
995,Calvert Equity Fund,Elfun Trusts,1120.3373732679963
996,Calvert Equity Fund,Federated Hermes Kaufmann Lrg Cp Fd,732.4015480737121
997,Calvert Equity Fund,Fidelity Advisor® Equity Growth Fund,722.75157624179
998,Calvert Equity Fund,Fidelity Advisor® Growth Opps Fd,1000.9565366520803
999,Calvert Equity Fund,Fidelity® Capital Appreciation Fund,977.9517056093893
1000,Calvert Equity Fund,Fidelity® Focused Stock Fund,776.9128011430898
1001,Calvert Equity Fund,Fidelity® Growth Discovery Fund,765.1929289250731
1002,Calvert Equity Fund,Fidelity® Large Cap Growth Enh Idx Fd,918.8336013791624
1003,Calvert Equity Fund,Fidelity® Trend Fund,802.8177608480645
1004,Calvert Equity Fund,GuideStone Funds Growth Equity Fund,809.2482534922696
1005,Calvert Equity Fund,Hartford Growth Opportunities Fund,1177.3282392243138
1006,Calvert Equity Fund,Invesco Capital Appreciation Fd,843.432454530343
1007,Calvert Equity Fund,Invesco Summit Fund,867.1942992741591
1008,Calvert Equity Fund,JHFunds2 Capital Appreciation Fund,958.2933321609594
1009,Calvert Equity Fund,JHancock Blue Chip Growth Fund,999.0616794874147
1010,Calvert Equity Fund,JHancock US Global Leaders Growth Fund,681.3710211194548
1011,Calvert Equity Fund,JNL/BlackRock Large Cap Select Growth Fd,800.6209019354985
1012,Calvert Equity Fund,JNL/T. Rowe Price Established Growth Fd,885.9646067152211
1013,Calvert Equity Fund,Jackson Square Large Cap Growth Fd,936.3736319145647
1014,Calvert Equity Fund,Janus Henderson Forty Fund,834.3474174331369
1015,Calvert Equity Fund,Janus Henderson Research Fund,863.2637807568223
1016,Calvert Equity Fund,John Hancock Funds III U.S. Growth Fd,839.8090553917305
1017,Calvert Equity Fund,Loomis Sayles Growth Fund,945.717342100427
1018,Calvert Equity Fund,Lord Abbett Growth Leaders Fund,915.6215641529657
1019,Calvert Equity Fund,MFS Massachusetts Investors Gr Stk Fund,867.8344897504677
1020,Calvert Equity Fund,MainStay WMC Growth Fd,913.9322876461493
1021,Calvert Equity Fund,Morgan Stanley Insight Fund,1444.667373918169
1022,Calvert Equity Fund,Neuberger Berman Large Cap Growth Fund,788.0726196940578
1023,Calvert Equity Fund,Nuveen Winslow Large-Cap Growth ESG Fund,805.8985461202229
1024,Calvert Equity Fund,Optimum Large Cap Growth Fund,850.3163498293748
1025,Calvert Equity Fund,PACE Large Co Growth Equity Invmt,896.4300902791788
1026,Calvert Equity Fund,PGIM Jennison Blend Fund,920.3918673295746
1027,Calvert Equity Fund,PGIM Jennison Growth Fund,1152.439205853862
1028,Calvert Equity Fund,Pioneer Disciplined Growth Fund,777.8105164237664
1029,Calvert Equity Fund,Pioneer Fundamental Growth Fund,722.2175994152166
1030,Calvert Equity Fund,Polen Growth Fund,808.6739547280522
1031,Calvert Equity Fund,PrimeCap Odyssey Growth Fund,1013.1922812687243
1032,Calvert Equity Fund,Principal LargeCap Growth Fund I,1027.876286695227
1033,Calvert Equity Fund,Putnam Large Cap Growth Fund,763.4775171247159
1034,Calvert Equity Fund,Putnam Sustainable Leaders Fund,817.3911885948992
1035,Calvert Equity Fund,SEI Large Cap Growth (SIMT) Fund,884.8433472066542
1036,Calvert Equity Fund,Schwab Select Large Cap Growth Fund,920.8658256601333
1037,Calvert Equity Fund,T. Rowe Price Instl Large Cap Core Gr Fd,932.3338394044209
1038,Calvert Equity Fund,TCW Select Equities Fund,999.9711069178366
1039,Calvert Equity Fund,TIAA-CREF Large-Cap Growth Fund,1000.1969088423864
1040,Calvert Equity Fund,Thrivent Large Cap Growth Fund,919.1449885957743
1041,Calvert Equity Fund,Transamerica Capital Growth Fund,1177.6261199353378
1042,Calvert Equity Fund,Transamerica US Growth,818.4590429794913
1043,Calvert Equity Fund,VALIC Company I Growth Fund,791.9094692504393
1044,Calvert Equity Fund,VY® T. Rowe Price Growth Equity Port,834.5600783620995
1045,Calvert Equity Fund,Vanguard US Growth Portfolio,1016.9582511965485
1046,Calvert Equity Fund,Victory Aggressive Growth,894.0328469072394
1047,Calvert Equity Fund,Victory Growth,735.1642868470633
1048,Calvert Equity Fund,Voya Large Cap Growth Port,799.6686300024091
1049,Calvert Equity Fund,Wedgewood Fund,1047.1186595185413
1050,ClearBridge Large Cap Growth Fund,Columbia Large Cap Growth Fund,672.1558364627016
1051,ClearBridge Large Cap Growth Fund,Columbia Large Cap Growth Opportunity Fd,809.6654875413087
1052,ClearBridge Large Cap Growth Fund,Columbia Select Large Cap Growth Fund,1361.0198634395244
1053,ClearBridge Large Cap Growth Fund,DWS Capital Growth Fund,634.6464823375735
1054,ClearBridge Large Cap Growth Fund,Delaware Ivy Accumulative Fund,1153.947457883556
1055,ClearBridge Large Cap Growth Fund,Delaware Ivy Large Cap Growth Fund,707.0783806126188
1056,ClearBridge Large Cap Growth Fund,Edgewood Growth Fund,509.706919661822
1057,ClearBridge Large Cap Growth Fund,Elfun Trusts,1137.726435150368
1058,ClearBridge Large Cap Growth Fund,Federated Hermes Kaufmann Lrg Cp Fd,586.5745714153409
1059,ClearBridge Large Cap Growth Fund,Fidelity Advisor® Equity Growth Fund,644.0479541031781
1060,ClearBridge Large Cap Growth Fund,Fidelity Advisor® Growth Opps Fd,693.1535722200177
1061,ClearBridge Large Cap Growth Fund,Fidelity® Capital Appreciation Fund,294.2559800490462
1062,ClearBridge Large Cap Growth Fund,Fidelity® Focused Stock Fund,826.9486747785629
1063,ClearBridge Large Cap Growth Fund,Fidelity® Growth Discovery Fund,516.6763886385576
1064,ClearBridge Large Cap Growth Fund,Fidelity® Large Cap Growth Enh Idx Fd,419.82038021409596
1065,ClearBridge Large Cap Growth Fund,Fidelity® Trend Fund,573.8571721238848
1066,ClearBridge Large Cap Growth Fund,GuideStone Funds Growth Equity Fund,731.7000501800137
1067,ClearBridge Large Cap Growth Fund,Hartford Growth Opportunities Fund,981.5033769915269
1068,ClearBridge Large Cap Growth Fund,Invesco Capital Appreciation Fd,759.3033650315446
1069,ClearBridge Large Cap Growth Fund,Invesco Summit Fund,743.2224845274612
1070,ClearBridge Large Cap Growth Fund,JHFunds2 Capital Appreciation Fund,709.6349901594316
1071,ClearBridge Large Cap Growth Fund,JHancock Blue Chip Growth Fund,634.1985699607313
1072,ClearBridge Large Cap Growth Fund,JHancock US Global Leaders Growth Fund,703.1014421833304
1073,ClearBridge Large Cap Growth Fund,JNL/BlackRock Large Cap Select Growth Fd,584.710956036509
1074,ClearBridge Large Cap Growth Fund,JNL/T. Rowe Price Established Growth Fd,504.6936777328593
1075,ClearBridge Large Cap Growth Fund,Jackson Square Large Cap Growth Fd,812.6839280666568
1076,ClearBridge Large Cap Growth Fund,Janus Henderson Forty Fund,579.3647647020143
1077,ClearBridge Large Cap Growth Fund,Janus Henderson Research Fund,411.52610992896973
1078,ClearBridge Large Cap Growth Fund,John Hancock Funds III U.S. Growth Fd,548.0538822017056
1079,ClearBridge Large Cap Growth Fund,Loomis Sayles Growth Fund,344.43075011177785
1080,ClearBridge Large Cap Growth Fund,Lord Abbett Growth Leaders Fund,707.1479034716103
1081,ClearBridge Large Cap Growth Fund,MFS Massachusetts Investors Gr Stk Fund,500.4977995205522
1082,ClearBridge Large Cap Growth Fund,MainStay WMC Growth Fd,534.6648881285672
1083,ClearBridge Large Cap Growth Fund,Morgan Stanley Insight Fund,1009.613391789911
1084,ClearBridge Large Cap Growth Fund,Neuberger Berman Large Cap Growth Fund,639.9765725063676
1085,ClearBridge Large Cap Growth Fund,Nuveen Winslow Large-Cap Growth ESG Fund,533.8324061500309
1086,ClearBridge Large Cap Growth Fund,Optimum Large Cap Growth Fund,487.9286738080855
1087,ClearBridge Large Cap Growth Fund,PACE Large Co Growth Equity Invmt,684.4296856576467
1088,ClearBridge Large Cap Growth Fund,PGIM Jennison Blend Fund,539.0879377620234
1089,ClearBridge Large Cap Growth Fund,PGIM Jennison Growth Fund,678.6327064677164
1090,ClearBridge Large Cap Growth Fund,Pioneer Disciplined Growth Fund,459.1427894955963
1091,ClearBridge Large Cap Growth Fund,Pioneer Fundamental Growth Fund,695.6995921278633
1092,ClearBridge Large Cap Growth Fund,Polen Growth Fund,266.89843229118037
1093,ClearBridge Large Cap Growth Fund,PrimeCap Odyssey Growth Fund,815.4757267451286
1094,ClearBridge Large Cap Growth Fund,Principal LargeCap Growth Fund I,450.25553213413554
1095,ClearBridge Large Cap Growth Fund,Putnam Large Cap Growth Fund,271.7468856930081
1096,ClearBridge Large Cap Growth Fund,Putnam Sustainable Leaders Fund,628.7052202832649
1097,ClearBridge Large Cap Growth Fund,SEI Large Cap Growth (SIMT) Fund,689.2097095220399
1098,ClearBridge Large Cap Growth Fund,Schwab Select Large Cap Growth Fund,657.8243128904667
1099,ClearBridge Large Cap Growth Fund,T. Rowe Price Instl Large Cap Core Gr Fd,564.9693270214126
1100,ClearBridge Large Cap Growth Fund,TCW Select Equities Fund,732.4526396943241
1101,ClearBridge Large Cap Growth Fund,TIAA-CREF Large-Cap Growth Fund,861.1281669401067
1102,ClearBridge Large Cap Growth Fund,Thrivent Large Cap Growth Fund,409.88009095175664
1103,ClearBridge Large Cap Growth Fund,Transamerica Capital Growth Fund,901.6112216545521
1104,ClearBridge Large Cap Growth Fund,Transamerica US Growth,659.4006506559407
1105,ClearBridge Large Cap Growth Fund,VALIC Company I Growth Fund,532.873448672859
1106,ClearBridge Large Cap Growth Fund,VY® T. Rowe Price Growth Equity Port,582.2508388093761
1107,ClearBridge Large Cap Growth Fund,Vanguard US Growth Portfolio,572.9804362639943
1108,ClearBridge Large Cap Growth Fund,Victory Aggressive Growth,641.2404783640222
1109,ClearBridge Large Cap Growth Fund,Victory Growth,585.752740449672
1110,ClearBridge Large Cap Growth Fund,Voya Large Cap Growth Port,687.7329331771837
1111,ClearBridge Large Cap Growth Fund,Wedgewood Fund,798.9318408541379
1112,Columbia Large Cap Growth Fund,Columbia Large Cap Growth Opportunity Fd,446.63049604474753
1113,Columbia Large Cap Growth Fund,Columbia Select Large Cap Growth Fund,1413.6322687627041
1114,Columbia Large Cap Growth Fund,DWS Capital Growth Fund,552.1324862611317
1115,Columbia Large Cap Growth Fund,Delaware Ivy Accumulative Fund,706.2403023057391
1116,Columbia Large Cap Growth Fund,Delaware Ivy Large Cap Growth Fund,435.98761888577036
1117,Columbia Large Cap Growth Fund,Edgewood Growth Fund,716.1994416516911
1118,Columbia Large Cap Growth Fund,Elfun Trusts,1076.5976002350903
1119,Columbia Large Cap Growth Fund,Federated Hermes Kaufmann Lrg Cp Fd,490.9365220022227
1120,Columbia Large Cap Growth Fund,Fidelity Advisor® Equity Growth Fund,663.868124534504
1121,Columbia Large Cap Growth Fund,Fidelity Advisor® Growth Opps Fd,750.2897337324041
1122,Columbia Large Cap Growth Fund,Fidelity® Capital Appreciation Fund,615.4807787007448
1123,Columbia Large Cap Growth Fund,Fidelity® Focused Stock Fund,842.3421235057118
1124,Columbia Large Cap Growth Fund,Fidelity® Growth Discovery Fund,482.8078047973809
1125,Columbia Large Cap Growth Fund,Fidelity® Large Cap Growth Enh Idx Fd,664.6425243635344
1126,Columbia Large Cap Growth Fund,Fidelity® Trend Fund,422.3099234877725
1127,Columbia Large Cap Growth Fund,GuideStone Funds Growth Equity Fund,440.43244093703686
1128,Columbia Large Cap Growth Fund,Hartford Growth Opportunities Fund,707.5650315746487
1129,Columbia Large Cap Growth Fund,Invesco Capital Appreciation Fd,601.0927216055278
1130,Columbia Large Cap Growth Fund,Invesco Summit Fund,427.8464629194918
1131,Columbia Large Cap Growth Fund,JHFunds2 Capital Appreciation Fund,655.8057979548464
1132,Columbia Large Cap Growth Fund,JHancock Blue Chip Growth Fund,526.1976411204336
1133,Columbia Large Cap Growth Fund,JHancock US Global Leaders Growth Fund,538.5956396533485
1134,Columbia Large Cap Growth Fund,JNL/BlackRock Large Cap Select Growth Fd,493.56600758127286
1135,Columbia Large Cap Growth Fund,JNL/T. Rowe Price Established Growth Fd,554.1681738623976
1136,Columbia Large Cap Growth Fund,Jackson Square Large Cap Growth Fd,574.296510699387
1137,Columbia Large Cap Growth Fund,Janus Henderson Forty Fund,539.8815334175167
1138,Columbia Large Cap Growth Fund,Janus Henderson Research Fund,495.5933283923089
1139,Columbia Large Cap Growth Fund,John Hancock Funds III U.S. Growth Fd,744.918981350424
1140,Columbia Large Cap Growth Fund,Loomis Sayles Growth Fund,666.5730570411038
1141,Columbia Large Cap Growth Fund,Lord Abbett Growth Leaders Fund,722.2661286421175
1142,Columbia Large Cap Growth Fund,MFS Massachusetts Investors Gr Stk Fund,700.4991146528033
1143,Columbia Large Cap Growth Fund,MainStay WMC Growth Fd,635.1972006203233
1144,Columbia Large Cap Growth Fund,Morgan Stanley Insight Fund,1386.5726560535834
1145,Columbia Large Cap Growth Fund,Neuberger Berman Large Cap Growth Fund,736.8420156683095
1146,Columbia Large Cap Growth Fund,Nuveen Winslow Large-Cap Growth ESG Fund,514.266399905678
1147,Columbia Large Cap Growth Fund,Optimum Large Cap Growth Fund,554.1246661356519
1148,Columbia Large Cap Growth Fund,PACE Large Co Growth Equity Invmt,493.5970030238965
1149,Columbia Large Cap Growth Fund,PGIM Jennison Blend Fund,574.6169783897191
1150,Columbia Large Cap Growth Fund,PGIM Jennison Growth Fund,664.6373801166919
1151,Columbia Large Cap Growth Fund,Pioneer Disciplined Growth Fund,666.2393939038944
1152,Columbia Large Cap Growth Fund,Pioneer Fundamental Growth Fund,742.3774833517164
1153,Columbia Large Cap Growth Fund,Polen Growth Fund,736.6147389379364
1154,Columbia Large Cap Growth Fund,PrimeCap Odyssey Growth Fund,733.485171295865
1155,Columbia Large Cap Growth Fund,Principal LargeCap Growth Fund I,573.9312457622875
1156,Columbia Large Cap Growth Fund,Putnam Large Cap Growth Fund,446.47197383613513
1157,Columbia Large Cap Growth Fund,Putnam Sustainable Leaders Fund,375.8931287134126
1158,Columbia Large Cap Growth Fund,SEI Large Cap Growth (SIMT) Fund,542.1931931418131
1159,Columbia Large Cap Growth Fund,Schwab Select Large Cap Growth Fund,539.8205006675885
1160,Columbia Large Cap Growth Fund,T. Rowe Price Instl Large Cap Core Gr Fd,675.8204729617484
1161,Columbia Large Cap Growth Fund,TCW Select Equities Fund,576.9622146869364
1162,Columbia Large Cap Growth Fund,TIAA-CREF Large-Cap Growth Fund,770.6599789562538
1163,Columbia Large Cap Growth Fund,Thrivent Large Cap Growth Fund,549.2195148138181
1164,Columbia Large Cap Growth Fund,Transamerica Capital Growth Fund,1316.2982596567322
1165,Columbia Large Cap Growth Fund,Transamerica US Growth,519.0748471157917
1166,Columbia Large Cap Growth Fund,VALIC Company I Growth Fund,534.1659122352789
1167,Columbia Large Cap Growth Fund,VY® T. Rowe Price Growth Equity Port,580.1196048494431
1168,Columbia Large Cap Growth Fund,Vanguard US Growth Portfolio,698.0972517588917
1169,Columbia Large Cap Growth Fund,Victory Aggressive Growth,551.5336464623351
1170,Columbia Large Cap Growth Fund,Victory Growth,563.2526175126908
1171,Columbia Large Cap Growth Fund,Voya Large Cap Growth Port,651.0340436098905
